0.205497 0.488694 0.995501
0.034117 0.077391 0.752805
0.285285 0.705126 0.356659
0.256343 0.163679 0.387095
0.900681 0.585376 0.733502
0.603287 0.379865 0.600999
0.803802 0.436935 0.588415
0.713714 0.492053 0.376983
0.225489 0.263033 0.476720
0.713817 0.867765 0.837382
0.400185 0.073262 0.326076
0.395686 0.107379 0.403466
0.148491 0.392664 0.108593
0.505149 0.649007 0.272272
0.892245 0.549688 0.857647
0.625746 0.152975 0.237512
0.226746 0.956776 0.674448
0.815160 0.670490 0.166501
0.192143 0.895979 0.429534
0.668863 0.609795 0.297299
0.506244 0.009980 0.370561
0.832320 0.405666 0.477940
0.235786 0.554157 0.870604
0.344379 0.059306 0.519611
0.616651 0.951551 0.069299
0.474298 0.577297 0.222274
0.711810 0.804043 0.179050
0.386258 0.619203 0.849540
0.552759 0.811346 0.745519
0.982293 0.480209 0.355314
0.279593 0.986454 0.365295
0.650154 0.818774 0.770961
0.128094 0.054560 0.325118
0.998698 0.398939 0.384424
0.518309 0.015590 0.335975
0.587608 0.489888 0.913273
0.809882 0.201698 0.717315
0.988932 0.587956 0.336519
0.838472 0.140715 0.147865
0.583991 0.123008 0.628074
0.939306 0.402600 0.614528
0.304600 0.052755 0.433302
0.075561 0.180849 0.487862
0.400679 0.179547 0.886801
0.785103 0.697855 0.902390
0.121079 0.285463 0.392278
0.034351 0.095345 0.593976
0.751667 0.084277 0.181932
0.088186 0.922749 0.322647
0.236051 0.506740 0.445655
0.864125 0.446046 0.848256
0.478653 0.750646 0.901010
0.911955 0.826207 0.081859
0.399817 0.226886 0.261405
0.286618 0.011990 0.959261
0.189008 0.133069 0.244724
0.581286 0.167420 0.340069
0.175262 0.919087 0.424345
0.357195 0.007272 0.347095
0.679842 0.243323 0.853835
0.125497 0.107449 0.299881
0.973752 0.586102 0.050527
0.874763 0.498057 0.876734
0.956621 0.897874 0.103620
0.218027 0.184492 0.115610
0.177288 0.373500 0.248678
0.422011 0.954786 0.416098
0.762080 0.130048 0.335185
0.186426 0.487243 0.342458
0.533520 0.167084 0.585781
0.387355 0.292581 0.693230
0.687235 0.266334 0.279332
0.737762 0.141096 0.777389
0.614496 0.097718 0.675264
0.718116 0.315745 0.859755
0.833726 0.493032 0.233255
0.082404 0.915044 0.188041
0.498502 0.677124 0.318089
0.833688 0.863550 0.805332
0.176145 0.397070 0.972417
0.761926 0.784424 0.264998
0.455156 0.471660 0.531332
0.734488 0.209422 0.672428
0.511877 0.823918 0.770146
0.187140 0.542034 0.085891
0.046896 0.375760 0.578923
0.280151 0.458164 0.493967
0.468192 0.956666 0.171091
0.786281 0.790354 0.034641
0.591613 0.966499 0.431710
0.564030 0.728425 0.216135
0.829028 0.183581 0.687795
