0.072101 0.430067 0.900770
0.776934 0.303468 0.757080
0.850308 0.490379 0.969721
0.888195 0.501474 0.118452
0.587562 0.563596 0.204736
0.373239 0.353367 0.171593
0.136386 0.657231 0.789898
0.515423 0.942823 0.332873
0.263802 0.963097 0.100371
0.110647 0.178639 0.729247
0.709004 0.868461 0.892255
0.074551 0.134678 0.820029
0.387223 0.346428 0.121868
0.475360 0.315359 0.050095
0.818532 0.581418 0.579816
0.962392 0.441756 0.007257
0.166252 0.450866 0.121955
0.116908 0.040920 0.852276
0.859299 0.637737 0.214019
0.683368 0.114292 0.725907
0.525752 0.763645 0.810001
0.252227 0.640411 0.648660
0.244604 0.676199 0.774985
0.541982 0.810549 0.810351
0.397283 0.318149 0.550456
0.143410 0.809162 0.920702
0.775703 0.284770 0.131211
0.217650 0.698251 0.782606
0.279424 0.973497 0.147077
0.771685 0.006121 0.500297
0.318919 0.955789 0.453153
0.044551 0.904239 0.886491
0.873315 0.981007 0.106362
0.025710 0.407178 0.723916
0.226557 0.207999 0.970444
0.502308 0.204340 0.135253
0.741926 0.719822 0.441187
0.393951 0.168038 0.761737
0.892241 0.114850 0.610194
0.273507 0.213323 0.191262
0.002946 0.883829 0.417247
0.787329 0.254671 0.828524
0.019165 0.289937 0.383729
0.427847 0.213607 0.349701
0.736546 0.720925 0.598407
0.766299 0.261314 0.418715
0.997022 0.968962 0.686543
0.400653 0.171429 0.131913
0.874257 0.630851 0.650319
0.157964 0.364253 0.166184
0.506976 0.606599 0.773147
0.831494 0.505480 0.099911
0.896750 0.295537 0.003475
0.086130 0.873670 0.792176
0.119965 0.670365 0.648728
0.494429 0.338826 0.519874
0.107737 0.715424 0.852990
0.558535 0.228539 0.801321
0.323751 0.941349 0.921032
0.928939 0.905271 0.627548
0.025394 0.826089 0.697869
0.004216 0.487813 0.834838
0.781795 0.060332 0.374286
0.723656 0.052161 0.978306
0.833947 0.472974 0.935268
0.118732 0.261948 0.562079
0.097570 0.593100 0.959312
0.372596 0.926137 0.348218
0.748367 0.472944 0.026719
0.802405 0.436416 0.189750
0.210942 0.554595 0.437791
0.304532 0.962760 0.765702
0.562054 0.384923 0.806104
0.810164 0.260158 0.644894
0.491528 0.913691 0.639062
0.274386 0.673888 0.950277
0.217163 0.472373 0.394981
0.308314 0.737259 0.063725
0.037696 0.036173 0.427680
0.283463 0.542601 0.883429
0.473735 0.586857 0.225889
0.515473 0.632179 0.949489
0.945316 0.833370 0.152086
0.210079 0.766558 0.143705
0.826316 0.827086 0.454913
0.008514 0.042262 0.989119
0.622542 0.744684 0.091682
0.194069 0.005877 0.412587
0.688613 0.906360 0.093862
0.483359 0.036568 0.815685
0.279526 0.558244 0.236300
0.661309 0.766594 0.545567
0.327434 0.576519 0.016110
0.074039 0.380121 0.955912
0.008977 0.486812 0.156815
0.906815 0.493370 0.349800
0.515425 0.696367 0.845516
0.110298 0.177547 0.498410
0.617518 0.786123 0.043826
0.086064 0.958007 0.619231
